Title,Date,Content,Url
校长梁樑一行视察我校广东研究院,2017-06-28,6月15日，校长梁樑、副校长刘志峰与科研院、校友会和资产经营有限公司等部门负责人考察调研了我校广东研究院，会见了佛山市三水区政府领导，并就广东研究院的进一步发展和三水区政府进行座谈，佛山市三水区区长胡学骏、区委常委何小玲、副区长姜岳新及相关部门负责同志参加会谈。梁樑一行实地考察和了解研究院基本建设、团队入驻和项目运行等情况，并听取研究院院长于海江的工作汇报。梁樑指出：佛山市三水区的产业结构与我校的学科设置吻合度很高，要求研究院要根据地方产业和学校的人才团队的特点，寻求研究院发展的新模式、新思路；研究院应充分依托我校雄厚的科研资源，瞄准重点领域和我校优势科研成果，充分发挥市场作用，在保证学校、科研团队、地方政府和合作伙伴“共赢”的基础上采取多种形式尽快形成市场能力。梁樑强调学校将继续支持广东研究院的发展，要求抓紧时间尽快完善研究院治理结构，召开理事会，谋划好研究院建设发展的方向和目标。三水区政府针对研究院的定位和未来发展与考察人员交换了意见。胡学骏代表三水区政府介绍了三水区情况及区政府加大扶持创新创业政策，对我校研究院建设提出建议和希望。刘志峰副校长对选准重点行业和充分发挥广东校友作用等方面提出了具体工作思路和要求。在三水区领导陪同下，梁樑一行参观了佛山智能装备研究院、广东工业大学数控装备协同创新研究院、北汽福田三水汽车厂、广东澳美铝业有限公司，并见证了我校广东研究院与广东澳美高新科技有限公司、佛山睿骋机器人智能技术有限公司的三方产学研战略合作框架协议签约。在粤期间，梁樑一行走访了我校广东校友会，与部分校友畅谈学校发展及“双一流”建设的情况，对广大校友给予学校的关心和支持表示感谢。校友们对梁樑校长一行的到来表示热烈欢迎，纷纷表达对母校及老师们的感恩之情。梁樑一行还参访了国机智能科技有限公司，副校长刘志峰与国机智能黄兴董事长针对双方以我校智能院为平台在机器人研发、机器人检测、机器人培训等领域开展合作进行了深入交流，形成了深度合作意向。,http://news.hfut.edu.cn/show-1-50143-1.html
美国代顿大学詹其文教授受聘为我校客座教授,2017-06-29,6月27日下午，詹其文客座教授授聘仪式在校学术交流中心第三会议室举行，副校长吴玉程出席授聘仪式并为詹其文教授颁发客座教授聘书。电子科学与应用物理学院、光学工程学科相关负责同志及部分老师参加授聘仪式。詹其文教授表示，非常高兴成为合肥工业大学的客座教授，未来将努力为学校相关领域的发展与海外学术交流合作作出积极的贡献。吴玉程对詹其文教授受聘我校客座教授表示祝贺，并表示，希望通过詹其文教授加强合肥工业大学与美国代顿大学之间的多方位合作，进一步促进合肥工业大学在人才培养和科学研究等方面的发展。詹其文，美国代顿大学光电系、电气与计算机工程系教授，现任代顿大学纳米光电实验室主任及代顿大学夫琅禾费研究中心执行主任。詹其文教授1996年本科毕业于中国科学技术大学物理系，2002年获美国明尼苏大学双城分校电气工程专业博士学位。詹其文教授是国际光电领域的知名学者，在纳米光子学、偏振光学及其工程应用研究领域研究成果丰硕。目前，已出版科研专著一部、合作出版专著7部，获美国专利6项，在光电领域的著名学术期刊Nano Letter，Optics Letter，Optics Express，Scientific Reports，Nanophotonics等杂志上发表高水平论文150余篇。同时，詹教授在多个国际著名光学期刊与光学国际组织担任重要职务，是Nature旗下子刊Scierntific Reports的编委成员、美国光学学会期刊Optics Express的客座编辑和Applied Optics的主题编辑、美国光学学会偏振技术委员会主席、CLED会议的特别研讨会主席。詹教授主持的科研项目主要包括美国国家自然科学基金项目和美国空军研究项目，科研经费超过700万美金。基于上述杰出的学术成就，詹其文教授分别在2012年、2014年当选国际光学工程学会会士（Fellow）和美国光学学会会士（Fellow）。同时，詹教授也是国际电气与电子工程师协会(IEEE)和科学研究院（AAAS）的资深会员。,http://news.hfut.edu.cn/show-162-50147-1.html
我校举办中-澳-韩三方先进纳米材料与器件研讨会,2017-06-29,近日，由安徽省先进功能材料与器件重点实验室举办的中-澳-韩三方先进纳米材料与器件研讨会(China-Australia-Korea Joint Symposium - Nanomaterials and Nanodevice)在我校学术会议中心召开。副校长吴玉程担任会议主席。本次研讨会主要就先进纳米材料与器件在工程领域中应用的国际研究前沿和热点展开深入研讨，来自澳大利亚、韩国和我校的知名学者分别作了主题报告。韩国科技部BK-21 Plus生物纳米技术部部长、汉阳大学工学院研究副院长Jaebum Choo教授作了题为“Development of SERS-based assay platforms for highly sensitive in vitro diagnostics”的报告，就近年来纳米等离子激元学应用在体外诊断技术中的发展趋势和现状进行了分析，Jaebum Choo教授还介绍了其课题组在现场快速检测试纸条、微流控芯片和表面增强拉曼光谱等领域进行的尝试和探索。随后，澳大利亚国立大学电子材料工程系主任、澳大利亚研究理事会（ARC）的future fellow、IEEE澳大利亚纳米技术委员会主席Hark Hoe Tan教授作了题为“Semiconductor nanowire and nanostructure research”的报告，Tan教授深入浅出地介绍了一维半导体纳米材料的研究历史和其在澳大利亚国立大学课题组的最新研究进展。我校工业与装备技术研究院的胡颖研究员作了题为“Soft actutors and sensors based on carbon nanocomposties”的报告，就新型柔性智能材料的基本理论与实际应用与发展等进行了详细介绍。在三位专家的主题报告之后，来自中国科学技术大学、中国科学院合肥物质科学研究院以及我校化学与化工学院、材料科学与工程学院、仪器科学与光电工程学院、电子科学与应用物理学院、食品科学与工程学院、工业与装备技术研究院以及光电技术研究院的师生与专家们就报告中提及的纳米器件在现场快检中的应用、纳米线在光电领域的应用以及智能材料搬运机器人的制造等热点问题进行了讨论和交流。此次研讨会旨在加强合肥地区相关研究人员在先进功能材料和器件领域的交流，促进与国内外相关研究团队的有效沟通与合作，研讨会对我校在先进纳米材料与器件方面的研究和国际交流合作起到了积极的推动作用。,http://news.hfut.edu.cn/show-162-50163-1.html
昆士兰大学王连洲教授受聘我校兼职教授,2017-07-05,7月4日上午，澳大利亚昆士兰大学化工学院终身教授、纳米材料研究中心主任、澳洲基金委未来学者王连洲（Lianzhou Wang）教授访问我校，出席我校兼职教授聘任仪式。副校长陈鸿海出席仪式并讲话，宣城校区党委副书记、管委会常务副主任蒋传东，宣城校区组织人事办公室主任曹成付，宣城校区党政办公室主任霍效忠，宣城校区化工与食品加工系主任史成武及材料科学与工程学院、化学与化工学院、工业与装备技术研究院、宣城校区化工与食品加工系部分师生代表参加。聘任仪式上，陈鸿海为王连洲教授颁发兼职教授聘书，并对王连洲受聘我校兼职教授表示祝贺，欢迎王连洲教授加盟我校。陈鸿海希望，王连洲教授今后进一步加强对我校化学化工、材料科学等学科专业的帮助和指导，在人才培养、科研项目联合攻关、国际合作办学、国际事务等方面开展合作，促进我校与昆士兰大学全面合作，提升我校国际化水平，推动专业建设与学科发展。王连洲表示，很高兴成为合肥工业大学兼职教授，愿意今后进一步加强与合肥工业大学的交流与合作，希望在国际合作办学、人才培养、科学研究等多方面探索，达到互补发展、合作共赢，为合肥工业大学的发展作出自己的贡献。受聘仪式后，王连洲教授作了题为《Semiconductor Nanomaterials for Photoelectrochemical Solar Energy Conversion》的学术报告，介绍了纳米材料均相掺杂、梯度掺杂、晶面调控、光催化、少铅或无铅钙钛矿太阳电池及钙钛矿材料在电阻式记忆器件等方面的应用。与会师生与王教授展开了广泛讨论与交流，取得了良好的效果。,http://news.hfut.edu.cn/show-162-50254-1.html
厦门工学院副校长冯良贵一行来访我校,2017-07-06,7月5日，厦门工学院副校长冯良贵率文化与传播学院、工程坊负责同志，就工程认知博物馆建设事宜来我校调研。副校长陈鸿海会见了来宾。陈鸿海对冯良贵一行来访表示欢迎，并介绍了学校基本情况及工程认知博物馆的建设历程。他指出，工程认知博物馆是凸显学校办学特色、展示专业工程技术发展史及激发爱国主义热情的一项工程，学校一直以来高度重视工程认知博物馆的建设，希望双方能加强沟通交流，为两校工程认知博物馆建设贡献力量。冯良贵对我校的热情接待表示感谢。他说，合肥工业大学工程认知博物馆非常有特色，能充分展示合肥工业大学的工科底蕴，值得厦门工学院借鉴和学习。当天，冯良贵一行参观了我校工程认知博物馆和建筑与艺术学院实验室，并与相关负责同志进行了深入交流。,http://news.hfut.edu.cn/show-162-50267-1.html
吴夏青受聘为我校兼职教授,2017-07-17,7月17日上午，吴夏青兼职教授授聘仪式暨学术交流会在校学术会议中心第二会议室举行。校党委副书记、组织部部长陈刚出席仪式并为吴夏青颁发兼职教授聘书，工业与装备技术研究院院长严建文教授介绍了吴夏青教授的基本情况。工业与装备技术研究院、材料科学与工程学院、机械工程学院有关负责同志和部分教师参加会议。吴夏青教授表示，很高兴成为合肥工业大学的一名兼职教授，今后愿与合肥工业大学及其工业与装备技术研究院在高清地图技术利用与开发、人才培养、科研成果转化等方面开展更深入的交流与合作。陈刚在致辞中对吴夏青教授受聘为我校兼职教授表示祝贺，他表示，工业与装备技术研究院是充满活力的、开放式的、国际化的、具有学科交叉性质的重要研究机构，同时具有精干高效、与社会经济发展准确衔接两大特质，希望吴夏青教授与工研院在学科交叉、工程交叉及人才培养等方面进行合作研究，做到深度融合、深度谋划、深度出彩。授聘仪式后，吴夏青教授作了题为《高清地图在自动驾驶中的应用》学术报告，介绍了自动驾驶汽车的发展状况，就双方可能开展合作的领域提出了建议。吴夏青教授于2003年伯明翰阿拉巴马大学计算机科学博士毕业，享受全额奖学金。具有14年以上地图/地理空间产品开发、高性能计算系统和大数据处理经验。曾在谷歌、苹果公司建立并领导了几支世界级的研发团队，为谷歌、苹果、百度等构建和推出许多新产品和新功能。拥有多项美国专利和多篇论文，涉及模式识别、计算机视觉、计算几何等领域的创新算法。2006—2012年，任谷歌地图引擎-图像处理系统高级软件工程师和技术主管；2012—2013年，任苹果公司技术总监、经理；2013—2014年，任Upthere Inc. 首席工程师，曾与Bogdan Cococel（谷歌SRE的创造者和领导）、伯特兰•塞莱特（OSX的创始人）等学者共同构建大型高性能云计算系统；2014—2016年，任百度自动驾驶汽车高清地图项目首席技术主管。2016年4月创立DeepMap（自动驾驶高精地图公司），任公司创始人兼首席执行官，CNN、BloomBerg、《金融时报》等多家世界级媒体都对该公司进行过专访和报道。公司的目标是建立一个开放的高清地图平台，为高度自动化的无人驾驶和智慧城市服务。公司得到世界顶级风险投资机构Andreessen Horowitz、Accel、GSR等的投资，开创了一个崭新的、全栈式高精地图服务的市场，为行业的发展指明了一条高速低成本的捷径。,http://news.hfut.edu.cn/show-162-50414-1.html
太原理工大学副校长吴斗庆一行来我校调研,2017-08-01,7月29日上午，太原理工大学副校长吴斗庆一行6人来访我校，专题调研我校后勤管理体制机制及社会化改革、后勤用工及人事管理和后勤职工绩效考核、管理制度等情况。副校长季益洪在科技楼225会议室与来宾进行了座谈。季益洪代表学校对吴斗庆一行表示欢迎，并介绍了我校基本情况，希望双方以后能够加强交流合作，扬长补短，共同进步。吴斗庆代表太原理工大学对合肥工业大学的热情接待表示感谢，并就太原理工大学的基本情况作了介绍。他说，合肥工业大学大部制改革、职员制和后勤工作的改革发展，思路清晰、工作扎实、效果明显，值得学习和借鉴。他希望两校之间共同探讨、相互促进。后勤党委书记郑荣美、总务部副部长兼后勤管理办公室主任史志胜分别就后勤用工及人事管理和总务部改革发展现状等作了详细介绍。后勤管理办公室、物业服务中心、能源服务中心、饮食服务中心以及资产经营总公司通信服务中心相关负责同志参加了座谈会，并就相关问题与来宾进行了广泛探讨和深入交流。,http://news.hfut.edu.cn/show-1-50624-1.html
赵育清等校友与浙江校友会座谈交流,2017-08-14,8月13日，校友总会副秘书长、北京校友会副会长、智泽财富基金董事长赵育清校友一行6人，在杭州就金融投资前景与校园公益基金与浙江校友座谈交流。浙江校友会会长吕适翔、名誉会长应建民、常务副会长葛少军、秘书长蒋辉以及部分在浙上市公司董事长、多家校友企业负责人、高校教授和部分青年校友等20余人参加座谈交流。活动由执行副秘书长王成成主持。吕适翔代表浙江校友会欢迎赵育清校友一行来杭，并对赵育清校友多年来为母校发展所做的贡献表示感谢与敬意。他表示，赵育清校友多年来致力母校的奖教奖学，不间断地为母校发展进步提供力所能及的支持帮助，充分体现了工大校友爱校、团结、务实的精神风貌，值得大家学习。吕适翔表示，浙江校友会支持广大校友为母校发展提供一切形式的帮助，将积极为此牵线搭桥。赵育清校友感谢浙江校友会精心安排本次座谈交流，对浙江校友心系母校发展表示感谢，对浙江校友会近年来发展壮大活动丰富多彩表示钦佩。赵育清简要介绍了公司情况和发展历程，并就校园公益基金情况作了介绍。随后，赵育清校友和智泽财富基金总经理邱伟向大家分享了近年来几个重要的投资情况，并介绍了多年来的经验，与会者受益匪浅。活动交流过程中，大家就金融投资相关问题进行交流讨论，赵育清等校友对相关问题进行细心解答。,http://news.hfut.edu.cn/show-162-50732-1.html
土木与水利工程学院举办“青年基层校友母校行”职业生涯规划专题报告会,2017-08-29,为帮助2017级新同学顺利适应大学生活，树立正确的学业规划和职业规划意识，8月27日，土木与水利工程学院“青年基层校友母校行”职业生涯规划专题报告会举行。土木与水利工程学院相关负责人，学院辅导员、基层青年校友代表和学院2017级新生参加了报告会。本次报告会邀请了2006届土木工程专业优秀毕业生——机械工业勘察设计研究院有限公司安徽分公司总经理沈银斌，2007届工程力学专业优秀毕业生、安徽江淮汽车股份有限公司项目经理孙国宾，2010届水利水电工程专业优秀毕业生、安徽水安建设集团市场开发部经理刘丙瑞等三位优秀基层青年校友为2017级新生作了职业生涯规划专题报告。报告会上，来自不同专业、不同领域、不同岗位的三位基层青年校友，从学业规划、大学职业规划、学习经历、成长成才等方面介绍了步入社会的心得体会和感悟，鼓励同学们勤勉踏实学习，打牢专业基础，树立远大理想，励志成长成才。在与学生的互动环节中，几位校友用幽默风趣的语言解答了同学们提出的关于学习方法、学科竞赛、课余活动等方面的问题，得到了同学们的热烈回应。土木与水利工程学院“青年基层校友母校行”是学院学生职业生涯规划系列活动之一，旨在帮助学生快速适应大学生活，熟悉大学学习生活节奏，培养正确的职业观，同时帮助同学们坚定理想信念，为个人和学校的发展努力奋斗。,http://news.hfut.edu.cn/show-162-50841-1.html
滁州职业技术学院土木工程系师生来我校土木与水利工程学院调研交流共青团工作,2017-09-08,9月6日，滁州职业技术学院土木工程系党总支副书记陈兴友一行6人来我校土木与水利工程学院调研交流共青团工作。学院党委相关负责人、辅导员、学生骨干在纬地楼414会议室与来宾进行了座谈交流。学院党委书记江擒虎代表学院对陈兴友一行的到来表示热烈欢迎，他首先从学院概况和发展历程，教育理念，党建工作，学生思想政治教育工作等方面介绍了学院总体情况。重点介绍了学院学习贯彻落实全国高校思想政治会议精神、校第八届党代会精神工作的工作理念和具体举措。滁州职业技术学院土木工程系党总支副书记陈兴友介绍了该学院土木工程系办学规模、培养方式、学生特点和师资力量，表达了在育人、共青团工作方面学习与合作交流的期望。随后，学院学生联合会常务副主席洪镇涛详细汇报了学院学生联合会的组织架构、规章制度、干事培养和新媒体平台应用；分享了科技创新、学习生活、文艺体育、志愿服务方面开展的活动；罗列了学生组织获得的各级奖项和成绩。土木工程15级5班团支部书记吴润华作为优秀团支书代表汇报发言，从团支部基本组成与建设，团支部思想与建设，团支部学风建设，团支部特色活动情况四方面介绍了该团支部获得校五四红旗团支部的优秀经验。学院党委副书记、副院长李丽鹏详细介绍了学院“为江河安澜、为广厦万千”的教育工作理念，学院加强与改进大学生思想政治工作的实施方案，切实将共青团第二课堂教育融入以能力为导向的全员全过程全方位教育教学，学院学生工作队伍建设，品牌特色活动以及学院团委“一学一做”教育实践活动等工作情况。最后，滁州职业技术学院土木工程系团总支负责人、学生代表和学院团委负责人及学生骨干代表针对共青团工作开展了深入的交流讨论，参观了校园风光，土木工程结构实验室、学科创新基地等。,http://news.hfut.edu.cn/show-162-51003-1.html
太原理工大学副校长李晋平一行来访我校,2017-09-15,9月14日，太原理工大学副校长李晋平率科技处、国有资产处等负责同志来校调研。总会计师闫平在学术会议中心第二会议室与来宾举行座谈。闫平代表学校对李晋平一行来访表示热烈欢迎。他简要介绍了学校的基本情况，并就双方共同关心的问题进行了交流，希望双方能在行政管理和科研项目合作等方面加强交流与合作，促进两校共同发展。李晋平代表太原理工大学对我校的热情接待表示感谢。他简要介绍了太原理工大学的基本情况，并指出此次来访目的。他说，合肥工业大学在科研机构设置、成果转化、公房管理及仪器设备管理共享等方面有着先进理念和丰富经验，非常值得太原理工大学借鉴和学习。我校财务部、科研院、教务部相关负责同志参加了座谈会，并就相关事宜与来宾进行了广泛探讨和深入交流。,http://news.hfut.edu.cn/show-162-51127-1.html
校领导参加“全国双创活动周”包河区分会场启动仪式,2017-09-19,  9月16日上午，“全国双创活动周”合肥分会场包河区活动启动仪式在中科大合肥微尺度物质科学国家实验室西报告厅举行。合肥市委常委、常务副市长韩冰、中国科学技术大学党委副书记蒋一、合肥工业大学党委常委、副校长刘志峰出席仪式。  启动仪式上，资产经营有限公司总经理秦家文代表学校与包河区政府、共青团中国科学技术大学委员会签署双创协议，进一步深化校地合作、科企转化、联动推进创新创业“铺天盖地”发展、科技创新“顶天立地”，积极推动“五大平台”的创新平台建设，争创国家“双创示范基地”。  此次活动以“双创促升级，壮大新动能”为主题，分为主场集中活动和分场主题活动。主场集中活动包括创新创业论坛、青年创业沙龙等5项活动；分场主题活动包括滨湖世纪商圈银企对接会、2017年包河区首届创客节等6项活动。  启动仪式后，刘志峰副校长陪同韩冰副市长、蒋一副书记共同参观了量子通信、智能机器人等各类科技创新优秀成果及项目。,http://news.hfut.edu.cn/show-162-62016-1.html
中信城开集团总经理助理白智勇一行来访我校,2017-09-20,9月19日下午，中信城开集团总经理助理白智勇一行7人应邀来我校交流访问。校党委副书记、校长梁樑，副校长、智能制造技术研究院院长刘志峰，副校长陈鸿海在智能制造技术研究院5楼会议室会见了白智勇一行，双方就进一步推进智能制造技术研究院建设和校企合作展开深入交流，座谈会由刘志峰主持。?xml:namespace>座谈会上，郑学慧从建设思路、运行方式、工作进展、基建规划4方面汇报了智能制造技术研究院基本情况。潘轶山从建设规划、建设内容、投资收益等方面汇报了国家智能网联电动汽车质量监督检验中心（合肥）有关情况。刘继广从必要性、可行性、发展与规划、组织与承诺4方面汇报了安徽省数字化精密铸造技术制造业创新中心有关情况。会谈中，刘志峰介绍了智能制造技术研究院的建设规划和未来愿景。他表示，未来，智能制造技术研究院一定会建设成为高水平应用技术研发及产业化基地、高质量公共服务基地和高水平人才聚集基地，期待中信城开集团参与智能制造技术研究院的建设与发展。陈鸿海在座谈中介绍了我校宣城校区的有关情况。白智勇对合肥工业大学的热情接待表示感谢，对合工大智能院在平台建设、成果培育转化等方面取得的成果表示充分肯定。他表示，中信集团是国有大型综合性跨国企业集团，在战略转型发展过程中不断优化业务结构，积极布局新经济，与合肥工业大学有很多合作空间，希望以此次考察活动为契机，不断加强沟通交流，推动合作早日落地。梁樑代表学校对白智勇一行的来访表示欢迎，并介绍了合肥工业大学的历史沿革、办学风格、特色学科和推进产学研用结合取得的主要成果，包括与合肥市人民政府共建合肥工业大学智能制造技术研究院，与中汽中心共建国家智能网联电动汽车质量监督检验中心（合肥），创建安徽省数字化精密铸造技术制造业创新中心等举措。期待双方能够开展全面深入的合作，促进双方共同进步、共同成长。中信城开集团科技顾问孟涵，战略投资部执行总监马洪博、房文斌，中西部区域公司投资总监邝文斌，副总监余利蓉等相关人员和我校校务部、智能制造技术研究院、汽车工程技术研究院、材料科学与工程学院等相关负责同志参加会见。,http://news.hfut.edu.cn/show-162-62066-1.html
合肥师范学院校长孙道胜一行来访我校,2017-09-21,9月20日上午，合肥师范学院党委副书记、校长孙道胜，副校长谢阳群率校办公室、学生处、保卫处、教务处、后勤处和滨湖校区建设办公室等单位主要负责人来我校交流工作。我校党委常委、副校长、宣城校区党委书记、管委会主任陈鸿海，党政办公室、翡翠湖校区管委会、总务部、党委学生工作部、校务部保卫办公室等单位有关负责同志参加座谈交流。陈鸿海代表学校欢迎孙道胜校长一行的到来，他向来宾介绍了我校基本情况，并就客人们关心的校区建设与发展问题进行了交流，双方还就多校区办学的管理机制、办学模式、资源配置等展开了深入探讨。翡翠湖校区管委会主任兼党总支书记陈文恩、副主任陶植等先后就翡翠湖校区运行等有关情况作了介绍。,http://news.hfut.edu.cn/show-162-62108-1.html
安徽省城市管理职业学院党委书记杨祖涛一行来校调研,2017-09-22,9月21日，安徽省城市管理职业学院党委书记杨祖涛一行3人莅临我校，调研我校高校思想政治工作会议精神的贯彻落实情况。学校党委常委、总会计师闫平主持会议。闫平代表学校对杨祖涛一行来访表示热烈欢迎。他简要介绍了学校的基本情况，希望双方能在党建和思想政治工作等方面继续加强交流研讨，促进两校共同发展。我校党委宣传部部长胡兴祥重点就学校贯彻落实全国高校思想政治工作会议精神工作推进和落实情况作了介绍，包括前期全面学习领会思政会精神、学校《实施意见》的起草过程和内容框架体系、贯彻落实工作的推进情况、所取得的阶段性成效等五个方面。我校马克思主义学院党委书记唐莉介绍了我校马克思主义学院的发展历史沿革、师资队伍建设、教学科研水平情况。并围绕教师、教学、教材三个方面，重点介绍了我校思想政治理论课教学质量年专项工作方案实施情况与效果。杨祖涛介绍了安徽省城市管理职业学院的发展建设情况和该校贯彻落实思政会精神的工作进展。杨祖涛对我校的热情接待表示感谢，他说，合肥工业大学在党建、思想政治工作等方面都在走在前面，希望以此次调研为契机，共同推动高等教育事业的发展。双方还就贯彻落实意识形态工作责任制、培育和践行社会主义核心价值观等方面进行了广泛探讨和交流。,http://news.hfut.edu.cn/show-162-72515-1.html
新东方合肥学校人力资源总监随丛标一行来访我校经济学院,2017-09-29,9月28日上午，新东方合肥学校人力资源总监随丛标一行来访我校经济学院，就设立社会捐资奖学（教）金事宜与该院相关人员进行了洽谈。经济学院党委副书记、副院长胡晓浩首先介绍了学校、学院基本情况和学校“立德树人、创新创业、能力导向”三位一体的教育教学体系下的人才培养特色，学校奖学金评选方法、社会捐资奖学金评选方法以及国际经济与贸易（中外合作办学）专业的专项奖学金设立情况，期待新东方合肥学校能够结合学院学科特色和人才培养目标，为培育具有国际视野和竞争力的高水平人才提供一定的支持。新东方合肥学校人力资源总监随丛标表示，自今年7月新东方合肥学校校长王玮到访经济学院以来，新东方积极推进此次捐赠相关工作，计划于本学年在经济学院设立“优秀学生奖”“英语达人奖”以及“优秀教师奖”三类奖学（教）金，用以表彰综合素质高、英语能力突出的本科生以及在思想政治教育工作和人才培养等方面表现突出的班主任、班导师等。随后，双方就奖学金设立和校企合作等事宜进行了深入交流。,http://news.hfut.edu.cn/show-162-72613-1.html
校友总会走访安徽万朗磁塑股份有限公司,2017-09-30,9月29日，校友总会副会长、原校党委副书记张效英率校友会办公室、党委学工部相关人员走访安徽万朗磁塑股份有限公司。安徽万朗磁塑股份有限公司总经理时乾中、副总经理程裕龙等公司领导热情接待了张效英一行。时乾中总经理致欢迎辞，代表公司对张效英一行来公司考察表示热烈欢迎。副总经理程裕龙介绍了公司的基本情况。张效英代表校友总会对安徽万朗磁塑股份有限公司的热情接待表示感谢，感谢公司对我校困难学生的慷慨资助。张效英从教育教学、科学研究、学科建设、人才队伍等方面介绍了学校的基本情况。张效英还就加强校企合作等方面与公司领导进行了深入的交流与沟通，希望更好地促进校企共同发展。双方还就安徽万朗磁塑股份有限公司加大对我校困难学生的资助力度达成一致意向。座谈会前，张效英一行还在程裕龙副总经理的陪同下参观了万朗研究院以及公司的自动化生产线。安徽万朗磁塑股份有限公司始建于1999年，历经多年的稳步发展，万朗已成长为国内规模品质、产业链布局、研发实力等方面具有领先优势的冰箱磁性门封生产企业之一。公司在国内冰箱磁性门封细分市场有较高的份额，业务范围涵盖磁性材料、高分子材料、模具、设备、磁性门封等全产业链的研发与制造，是多家国际知名品牌和中国著名家电企业的重要供应商。,http://news.hfut.edu.cn/show-162-72648-1.html
思科(Cisco)云协作事业部总监潘容容应邀来校作报告,2017-09-30,9月26日上午，思科(Cisco)云协作事业部潘容容总监应我校软件学院邀请，在翡翠湖校区六教202为该院2017级新生作了题为“软件研发组织和流程演变”的精彩报告，软件学院院长郑利平老师主持报告会。报告中，潘容容总监从公司实际项目管理出发，介绍了软件研发的组织与流程演变及其得失，重点阐述了大规模agile、devops和持续集成与交付，并通过案例强调了软件工程管理的复杂性和必要性。整个报告会内容丰富，分析透彻，让学生们对软件工程人才应具备的知识、能力和素质有了更深入的了解和认知。,http://news.hfut.edu.cn/show-7-72658-1.html
朱平教授来我校作报告,2017-09-30,9月29日下午，原教育部高校辅导员培训和研修基地（安徽师范大学）办公室主任，《高校辅导员学刊》编辑部主任、副主编，博士生导师朱平教授来我校就辅导员职业能力提升与职业发展规划作报告。校学工部、校团委相关领导、全体政工干部参加报告会。朱平从辅导员职业能力结构与核心谈起，他说，辅导员的核心能力是发现、提出、分析以及解决问题的能力。辅导员应从自身工作实践以及交流过程中透过现象去发现问题，关注大学生在思想认识、情感态度和行为方式习惯方面真实、普遍存在的较为突出的矛盾性、偏差性和价值性问题，并通过与学生谈话、召开座谈会，为梳理、分析和解决问题提供思路和启示。在问题主题的表达上，要准确、生动、有吸引力，能够反映大学生的困扰，激发学生思考和表达的愿望。在分析问题过程中，要分析问题产生的原因，特别是思想认识根源，要把思想认识聚焦为具体话题，从而进行条分缕析、释疑解惑、相互融合、形成共识。随后，朱平结合往届辅导员职业能力大赛经典案例，就主题班会、谈心谈话、主题演讲、案例分析等大赛环节，与现场人员进行互动探讨。在座的政工干部踊跃提问，朱平教授耐心予以解答，现场气氛活跃。朱平，安徽师范大学教授、博士生导师，兼任安徽省马克思主义协会副会长、顾问，多年担任全国高校辅导员年度人物、教育部辅导员科研专项、辅导员职业能力大赛的评委。曾赴浙江大学、同济大学、天津财经大学、河南大学、河北师范大学、华东政法大学、东华大学、中国矿业大学、合肥工业大学、安徽大学等40多所高校和上海、天津、河南省、山东省承担省级辅导员培训、项目评审和职业能力大赛的辅导和指导工作。,http://news.hfut.edu.cn/show-162-72671-1.html
我校仪器学院学子赴中国科学技术大学参观交流,2017-10-16,为使学生更好地了解所学专业的内在实质，增长见识，培养专业素养，提升学习动力，确立更高的学习目标，10月14日下午，仪器学院组织学生代表走进中国科学技术大学地球与空间科学学院大气物理与大气环境相关研究室和工程科学学院现代制造技术研究室，开展“感知仪科”校际参观交流活动。在中科大地空学院李锐教授的带领下，我校仪器学院学生走进一间研究室，里面摆放着一台正在工作的仪器，它的制作者之一袁仁民副教授用通俗的语言向来访学生介绍了这台通过接受光来检测气溶胶的仪器的工作原理、工作环境和核心部件，并耐心地解答了学生所提的问题。袁仁民副教授还带领大家走上顶楼，参观大气监测的一些仪器，包括雨量计，能见度仪，雨雷达和前向散射仪。通过参观和学习，我校仪器学院学生对以上这些仪器有了初步的认识和了解。随后，我校仪器学院学生来到工程科学学院现代制造技术研究室，在这里，精密仪器系的王翔副教授向大家介绍了快速成型技术的原理和校正畸变的算法问题，以及关于制作微型元件的技术方法，学生认真聆听，积极提问，感受着科学与技术的强大魅力。参观结束后，两校学子进行了座谈交流，期间，中科大研究生结合自身学习情况，分别介绍了相关专业的知识、技术应用、学习方法、考研经验与走向社会所面临的挑战。座谈会后，两校学生友好合影留念。“感知仪科”是仪器学院“大学生创新创业中心”建设的重要内容，该院近两年充分挖掘校友和优秀学长资源，采用体验式、实践式、座谈交流的方法，让仪器学子亲身感受不同学校的学术氛围，了解前沿高端技术，对专业知识与应用产生更多的认知，加深专业归属感与专业兴趣，为后续专业学习打下坚实基础。,http://news.hfut.edu.cn/show-162-72818-1.html
